"ACTIVITY" "PERSON" "AVERAGE"
"760" "WALKING" 1 0.01461489
"761" "WALKING" 1 0.2787811
"762" "WALKING" 1 0.4199438
"763" "WALKING" 1 0.03721682
"764" "WALKING" 1 0.3240835
"765" "WALKING" 1 -0.4507665
"766" "WALKING" 1 -0.2689388
"767" "WALKING" 1 0.07536796
"768" "WALKING" 1 0.53916
"769" "WALKING" 1 -0.1220603
"770" "WALKING" 1 0.07477785
"771" "WALKING" 1 0.5537631
"772" "WALKING" 1 0.151875
"773" "WALKING" 1 0.01324856
"774" "WALKING" 1 -0.282579
"775" "WALKING" 1 -0.01653943
"776" "WALKING" 1 0.6888253
"777" "WALKING" 1 -0.05336435
"778" "WALKING" 1 -0.0680087
"779" "WALKING" 1 -0.2616494
"780" "WALKING" 1 -0.7214706
"781" "WALKING" 1 -0.3939067
"782" "WALKING" 1 -0.6205782
"783" "WALKING" 1 -0.1873871
"784" "WALKING" 1 0.1424906
"785" "WALKING" 1 -0.4796882
"786" "WALKING" 1 0.3300895
"787" "WALKING" 1 -0.5806937
"788" "WALKING" 1 0.356603
"789" "WALKING" 1 -0.01901705
"790" "WALKING" 1 0.4226242
"791" "WALKING" 1 -0.2126578
"792" "WALKING" 1 0.3498018
"793" "WALKING" 1 -0.4604561
"794" "WALKING" 1 -0.4530881
"795" "WALKING" 1 0.3603926
"796" "WALKING" 1 0.04127578
"797" "WALKING" 1 0.01963529
"798" "WALKING" 1 -0.4371594
"799" "WALKING" 1 0.1162804
"800" "WALKING" 1 -0.1782426
"801" "WALKING" 1 -0.1358529
"802" "WALKING" 1 -0.2370343
"803" "WALKING" 1 0.4494964
"804" "WALKING" 1 0.03456628
"805" "WALKING" 1 -0.1228282
"806" "WALKING" 1 -0.6724127
"807" "WALKING" 1 0.3919603
"808" "WALKING" 1 0.0008643053
"809" "WALKING" 1 -0.01790444
"810" "WALKING" 1 -0.06120716
"811" "WALKING" 1 -0.03202952
"812" "WALKING" 1 0.5146056
"813" "WALKING" 1 0.1267459
"814" "WALKING" 1 -0.01789264
"815" "WALKING" 1 0.02500221
"816" "WALKING" 1 0.2794435
"817" "WALKING" 1 0.009639716
"818" "WALKING" 1 -0.4510083
"819" "WALKING" 1 -0.2781911
"820" "WALKING" 1 -0.04531131
"821" "WALKING" 1 -0.04714005
"822" "WALKING" 1 0.312572
"823" "WALKING" 1 -0.1144063
"824" "WALKING" 1 0.06276074
"825" "WALKING" 1 0.1249347
"826" "WALKING" 1 0.3109081
"827" "WALKING" 1 -0.3629329
"828" "WALKING" 1 -0.8146239
"829" "WALKING" 1 -0.120904
"830" "WALKING" 1 0.1877707
"831" "WALKING" 1 -0.06350883
"832" "WALKING" 1 0.1963107
"833" "WALKING" 1 0.4409573
"834" "WALKING" 1 0.3696256
"835" "WALKING" 1 -0.05762185
"836" "WALKING" 1 0.2087769
"837" "WALKING" 1 -0.2840011
"838" "WALKING" 1 -0.01292556
"839" "WALKING" 1 -0.8150559
"840" "WALKING" 1 0.1820845
"841" "WALKING" 1 0.01502646
"842" "WALKING" 1 0.2862519
"843" "WALKING" 1 -0.1306412
"844" "WALKING" 1 0.1113268
"845" "WALKING" 1 0.01613459
"846" "WALKING" 1 0.4070399
"847" "WALKING" 1 0.4186806
"848" "WALKING" 1 -0.3204677
"849" "WALKING" 1 -0.2309542
"850" "WALKING" 1 -0.446713
"851" "WALKING" 1 0.05150953
"852" "WALKING" 1 0.2458573
"853" "WALKING" 1 0.1668663
"854" "WALKING" 1 0.07578869
"855" "WALKING" 1 -0.1284511
"856" "WALKING" 2 0.9455455
"857" "WALKING" 2 1.153546
"858" "WALKING" 2 0.7064661
"859" "WALKING" 2 1.206166
"860" "WALKING" 2 0.9188978
"861" "WALKING" 2 0.8408793
"862" "WALKING" 2 0.8649986
"863" "WALKING" 2 1.05269
"864" "WALKING" 2 1.21791
"865" "WALKING" 2 1.205457
"866" "WALKING" 2 0.9974115
"867" "WALKING" 2 0.9992566
"868" "WALKING" 2 0.9105225
"869" "WALKING" 2 1.15501
"870" "WALKING" 2 0.9112417
"871" "WALKING" 2 0.9742225
"872" "WALKING" 2 1.126201
"873" "WALKING" 2 0.773461
"874" "WALKING" 2 0.7109972
"875" "WALKING" 2 0.930277
"876" "WALKING" 2 1.313406
"877" "WALKING" 2 0.9057391
"878" "WALKING" 2 0.8995626
"879" "WALKING" 2 0.9402143
"880" "WALKING" 2 1.278925
"881" "WALKING" 2 1.245792
"882" "WALKING" 2 0.7127552
"883" "WALKING" 2 0.9272538
"884" "WALKING" 2 1.31142
"885" "WALKING" 2 0.6847647
"886" "WALKING" 2 1.224267
"887" "WALKING" 2 0.9341027
"888" "WALKING" 2 0.7066038
"889" "WALKING" 2 1.465573
"890" "WALKING" 2 0.7303639
"891" "WALKING" 2 0.949749
"892" "WALKING" 2 1.028092
"893" "WALKING" 2 0.9557042
"894" "WALKING" 2 0.7665099
"895" "WALKING" 2 0.9356838
"896" "WALKING" 2 1.331285
"897" "WALKING" 2 0.9267478
"898" "WALKING" 2 0.9645585
"899" "WALKING" 2 1.073068
"900" "WALKING" 2 0.8275033
"901" "WALKING" 2 0.9137303
"902" "WALKING" 2 1.158268
"903" "WALKING" 2 0.7664646
"904" "WALKING" 2 1.421098
"905" "WALKING" 2 0.8731283
"906" "WALKING" 2 0.914385
"907" "WALKING" 2 1.365287
"908" "WALKING" 2 0.8369357
"909" "WALKING" 2 0.868363
"910" "WALKING" 2 1.28874
"911" "WALKING" 2 0.6865174
"912" "WALKING" 2 0.9925022
"913" "WALKING" 2 1.343308
"914" "WALKING" 2 0.7639996
"915" "WALKING" 2 -0.03167277
"916" "WALKING" 2 0.1639043
"917" "WALKING" 2 -0.2697548
"918" "WALKING" 2 0.2168748
"919" "WALKING" 2 -0.07347981
"920" "WALKING" 2 -0.1472076
"921" "WALKING" 2 -0.1352451
"922" "WALKING" 2 0.07214632
"923" "WALKING" 2 0.2345869
"924" "WALKING" 2 0.2142435
"925" "WALKING" 2 0.01085412
"926" "WALKING" 2 0.009689766
"927" "WALKING" 2 -0.0817826
"928" "WALKING" 2 0.1780595
"929" "WALKING" 2 -0.07707526
"930" "WALKING" 2 -0.00162328
"931" "WALKING" 2 0.1294089
"932" "WALKING" 2 -0.203374
"933" "WALKING" 2 -0.2729283
"934" "WALKING" 2 -0.05619836
"935" "WALKING" 2 0.3283214
"936" "WALKING" 2 -0.0819106
"937" "WALKING" 2 -0.0864366
"938" "WALKING" 2 -0.04885672
"939" "WALKING" 2 0.2963933
"940" "WALKING" 2 0.2626187
"941" "WALKING" 2 -0.2831248
"942" "WALKING" 2 -0.05625137
"943" "WALKING" 2 0.3262549
"944" "WALKING" 2 -0.3004075
"945" "WALKING" 2 0.2470754
"946" "WALKING" 2 -0.04959
"947" "WALKING" 2 -0.2635927
"948" "WALKING" 2 0.476741
"949" "WALKING" 2 -0.2419112
"950" "WALKING" 2 -0.03053709
"951" "WALKING" 2 0.05279575
"952" "WALKING" 2 -0.01339904
"953" "WALKING" 2 -0.2075743
"954" "WALKING" 2 -0.03559944
"955" "WALKING" 2 0.3456772
"956" "WALKING" 2 -0.05143877
"957" "WALKING" 2 -0.01601943
"958" "WALKING" 2 0.105377
"959" "WALKING" 2 -0.1355045
"960" "WALKING" 2 -0.07722998
"961" "WALKING" 2 0.1890527
"962" "WALKING" 2 -0.2029961
"963" "WALKING" 2 0.4338774
"964" "WALKING" 2 -0.1033354
"965" "WALKING" 2 -0.06001271
"966" "WALKING" 2 0.3975716
"967" "WALKING" 2 -0.1453313
"968" "WALKING" 2 -0.1094414
"969" "WALKING" 2 0.309766
"970" "WALKING" 2 -0.2968143
"971" "WALKING" 2 0.01688191
"972" "WALKING" 2 0.3744095
"973" "WALKING" 2 -0.1986783
"974" "WALKING" 2 -0.6562038
"975" "WALKING" 2 -0.4569241
"976" "WALKING" 2 0.0290561
"977" "WALKING" 2 -0.1494817
"978" "WALKING" 2 0.4822868
"979" "WALKING" 2 0.2080988
"980" "WALKING" 2 0.3495046
"981" "WALKING" 2 0.4819087
"982" "WALKING" 2 -0.4804635
"983" "WALKING" 2 -0.01294872
"984" "WALKING" 2 -0.6667649
"985" "WALKING" 2 -0.4429186
"986" "WALKING" 2 -0.3494997
"987" "WALKING" 2 0.1464665
"988" "WALKING" 2 0.141429
"989" "WALKING" 2 -0.1797494
"990" "WALKING" 2 -0.6252631
"991" "WALKING" 2 -0.2668249
"992" "WALKING" 2 -0.6361202
"993" "WALKING" 2 -0.2985241
"994" "WALKING" 2 0.5001628
"995" "WALKING" 2 0.4645385
"996" "WALKING" 2 0.4764987
"997" "WALKING" 2 0.06494938
"998" "WALKING" 2 -0.4616281
"999" "WALKING" 2 -0.3866258
"1000" "WALKING" 2 -0.2153396
"1001" "WALKING" 2 -0.3206135
"1002" "WALKING" 2 0.1231336
"1003" "WALKING" 2 0.008720816
"1004" "WALKING" 2 -0.6645572
"1005" "WALKING" 2 0.1844256
"1006" "WALKING" 2 -0.1876725
"1007" "WALKING" 2 0.5955244
"1008" "WALKING" 2 0.500136
"1009" "WALKING" 2 0.1961636
"1010" "WALKING" 2 -0.2837665
"1011" "WALKING" 2 0.2627474
"1012" "WALKING" 2 -0.461552
"1013" "WALKING" 2 -0.3435691
"1014" "WALKING" 2 0.4614717
"1015" "WALKING" 2 0.2261655
"1016" "WALKING" 2 0.02720104
"1017" "WALKING" 2 -0.199194
"1018" "WALKING" 2 -0.2025678
"1019" "WALKING" 2 -0.7206171
"1020" "WALKING" 2 -0.312545
"1021" "WALKING" 2 -0.6016345
"1022" "WALKING" 2 0.4787258
"1023" "WALKING" 2 0.2966677
"1024" "WALKING" 2 0.2493482
"1025" "WALKING" 2 0.3496024
"1026" "WALKING" 2 0.033263
"1027" "WALKING" 2 -0.3167373
"1028" "WALKING" 2 0.7222908
"1029" "WALKING" 2 0.4157615
"1030" "WALKING" 2 0.3942279
"1031" "WALKING" 2 -0.7227905
"1032" "WALKING" 2 -0.1579485
"1033" "WALKING" 2 -0.4315797
"1034" "WALKING" 2 -0.2497159
"1035" "WALKING" 2 -0.223859
"1036" "WALKING" 2 -0.01594437
"1037" "WALKING" 2 -0.2893304
"1038" "WALKING" 2 -0.4618109
"1039" "WALKING" 2 -0.2209103
"1040" "WALKING" 2 -0.2815455
"1041" "WALKING" 2 -0.3955004
"1042" "WALKING" 2 -0.5376811
"1043" "WALKING" 2 -0.2460536
"1044" "WALKING" 2 -0.3115459
"1045" "WALKING" 2 -0.2214615
"1046" "WALKING" 2 -0.4849586
"1047" "WALKING" 2 -0.5131185
"1048" "WALKING" 2 -0.2669871
"1049" "WALKING" 2 -0.172999
"1050" "WALKING" 2 -0.613949
"1051" "WALKING" 2 -0.2933809
"1052" "WALKING" 2 -0.215381
"1053" "WALKING" 2 -0.5050571
"1054" "WALKING" 2 -0.5164194
"1055" "WALKING" 2 -0.2398409
"1056" "WALKING" 2 -0.1766224
"1057" "WALKING" 2 -0.3695557
"1058" "WALKING" 2 -0.2795193
"1059" "WALKING" 2 -0.3121047
"1060" "WALKING" 2 -0.2700534
"1061" "WALKING" 2 -0.2101508
"1062" "WALKING" 2 -0.3059719
"1063" "WALKING" 2 -0.374895
"1064" "WALKING" 2 -0.6380952
"1065" "WALKING" 2 -0.2389219
"1066" "WALKING" 2 -0.1630849
"1067" "WALKING" 2 -0.3884083
"1068" "WALKING" 2 -0.1573874
"1069" "WALKING" 2 -0.1470615
"1070" "WALKING" 2 -0.4908614
"1071" "WALKING" 2 -0.2563417
"1072" "WALKING" 2 -0.2440428
"1073" "WALKING" 2 -0.7435481
"1074" "WALKING" 2 -0.5267815
"1075" "WALKING" 2 -0.164235
"1076" "WALKING" 2 -0.1654826
"1077" "WALKING" 2 -0.6859205
"1078" "WALKING" 2 -0.1449399
"1079" "WALKING" 2 -0.4768614
"1080" "WALKING" 2 -0.222264
"1081" "WALKING" 2 -0.1981681
"1082" "WALKING" 2 -0.6848695
"1083" "WALKING" 2 -0.1457857
"1084" "WALKING" 2 -0.2685886
"1085" "WALKING" 2 -0.3013181
"1086" "WALKING" 2 -0.2672303
"1087" "WALKING" 2 -0.9504394
"1088" "WALKING" 2 -0.4143133
"1089" "WALKING" 2 -0.1889334
"1090" "WALKING" 2 -0.5020984
"1091" "WALKING" 2 -0.3269494
"1092" "WALKING" 2 -0.08279653
"1093" "WALKING" 2 0.07091917
"1094" "WALKING" 2 0.1141054
"1095" "WALKING" 2 0.3147831
"1096" "WALKING" 2 0.0464357
"1097" "WALKING" 2 -0.1339827
"1098" "WALKING" 2 0.1044417
"1099" "WALKING" 2 0.05744205
"1100" "WALKING" 2 -0.06646126
"1101" "WALKING" 2 -0.2174469
"1102" "WALKING" 2 0.0806832
"1103" "WALKING" 2 0.007337661
"1104" "WALKING" 2 0.09677723
"1105" "WALKING" 2 -0.1551865
"1106" "WALKING" 2 -0.1920467
"1107" "WALKING" 2 0.09339006
"1108" "WALKING" 2 0.138493
"1109" "WALKING" 2 -0.267241
"1110" "WALKING" 2 0.04314069
"1111" "WALKING" 2 0.1149473
"1112" "WALKING" 2 -0.1839234
"1113" "WALKING" 2 -0.1842148
"1114" "WALKING" 2 0.09523166
"1115" "WALKING" 2 0.1537948
"1116" "WALKING" 2 -0.03845549
"1117" "WALKING" 2 0.04877156
"1118" "WALKING" 2 0.02523124
"1119" "WALKING" 2 0.07088459
"1120" "WALKING" 2 0.1221147
"1121" "WALKING" 2 0.0281919
"1122" "WALKING" 2 -0.06888416
"1123" "WALKING" 2 -0.3309907
"1124" "WALKING" 2 0.1032236
"1125" "WALKING" 2 0.1780288
"1126" "WALKING" 2 -0.07032633
"1127" "WALKING" 2 0.1754501
"1128" "WALKING" 2 0.1725881
"1129" "WALKING" 2 -0.167158
"1130" "WALKING" 2 0.07421675
"1131" "WALKING" 2 0.08784413
"1132" "WALKING" 2 -0.4058812
"1133" "WALKING" 2 -0.2002313
"1134" "WALKING" 2 0.1654258
"1135" "WALKING" 2 0.156462
"1136" "WALKING" 2 -0.3519504
"1137" "WALKING" 2 0.1541633
"1138" "WALKING" 2 -0.1428629
"1139" "WALKING" 2 0.1087898
"1140" "WALKING" 2 0.1225984
"1141" "WALKING" 2 -0.3670726
"1142" "WALKING" 2 0.1824711
"1143" "WALKING" 2 0.05879369
"1144" "WALKING" 2 0.00797665
"1145" "WALKING" 2 0.05746421
"1146" "WALKING" 2 -0.6297526
"1147" "WALKING" 2 -0.09330844
"1148" "WALKING" 2 0.133395
"1149" "WALKING" 2 -0.1798811
"1150" "WALKING" 2 0.003772671
"1151" "WALKING" 2 0.5171189
"1152" "WALKING" 2 0.5756275
"1153" "WALKING" 2 -0.1696267
"1154" "WALKING" 2 0.4427161
"1155" "WALKING" 2 0.4210931
"1156" "WALKING" 2 -0.0447558
"1157" "WALKING" 2 -0.4623595
"1158" "WALKING" 2 -0.1360055
"1159" "WALKING" 2 -0.2343643
"1160" "WALKING" 2 0.5783118
"1161" "WALKING" 2 0.6712299
"1162" "WALKING" 2 0.8104122
"1163" "WALKING" 2 -0.01764193
"1164" "WALKING" 2 0.1152452
"1165" "WALKING" 2 -0.1668091
"1166" "WALKING" 2 0.2266272
"1167" "WALKING" 2 0.02582688
"1168" "WALKING" 2 -0.3550813
"1169" "WALKING" 2 0.6261468
"1170" "WALKING" 2 0.01324037
"1171" "WALKING" 2 0.3096348
"1172" "WALKING" 2 -0.2515156
"1173" "WALKING" 2 -0.3365221
"1174" "WALKING" 2 -0.3078411
"1175" "WALKING" 2 0.0919211
"1176" "WALKING" 2 0.5161758
"1177" "WALKING" 2 0.01000317
"1178" "WALKING" 2 -0.07358032
"1179" "WALKING" 2 0.1620073
"1180" "WALKING" 2 -0.2101203
"1181" "WALKING" 2 0.4491122
"1182" "WALKING" 2 0.3413817
"1183" "WALKING" 2 0.1660668
"1184" "WALKING" 2 -0.4303004
"1185" "WALKING" 2 -0.1085883
"1186" "WALKING" 2 -0.1026815
"1187" "WALKING" 2 -0.00404959
"1188" "WALKING" 2 0.2122357
"1189" "WALKING" 2 0.1576822
"1190" "WALKING" 2 -0.2539586
"1191" "WALKING" 2 -0.3936109
"1192" "WALKING" 2 0.2852744
"1193" "WALKING" 2 -0.1213181
"1194" "WALKING" 2 -0.001782273
"1195" "WALKING" 2 -0.02263145
"1196" "WALKING" 2 0.09583334
"1197" "WALKING" 2 0.1867965
"1198" "WALKING" 2 0.617494
"1199" "WALKING" 2 -0.0703229
"1200" "WALKING" 2 0.08089754
"1201" "WALKING" 2 -0.229099
"1202" "WALKING" 2 -0.3515773
"1203" "WALKING" 2 0.4822481
"1204" "WALKING" 2 -0.2554624
"1205" "WALKING" 2 0.7915848
"1206" "WALKING" 2 -0.6916722
"1207" "WALKING" 2 0.2026004
"1208" "WALKING" 2 -0.01018281
"1209" "WALKING" 2 0.5773878
"1210" "WALKING" 2 -0.05446144
"1211" "WALKING" 2 -0.0849461
"1212" "WALKING" 2 0.1136615
"1213" "WALKING" 2 0.2721625
"1214" "WALKING" 2 -0.08811177
"1215" "WALKING" 2 0.04636886
"1216" "WALKING" 2 -0.08075008
"1217" "WALKING" 2 -0.02911408
"1218" "WALKING" 2 -0.1305459
"1219" "WALKING" 2 -0.05159395
"1220" "WALKING" 2 -0.07116828
"1221" "WALKING" 2 0.03678226
"1222" "WALKING" 2 0.2058095
"1223" "WALKING" 2 0.08405731
"1224" "WALKING" 2 -0.005089353
"1225" "WALKING" 2 0.06077573
"1226" "WALKING" 2 0.06339414
"1227" "WALKING" 2 -0.08179522
"1228" "WALKING" 2 0.02535854
"1229" "WALKING" 2 0.151262
"1230" "WALKING" 2 0.045312
"1231" "WALKING" 2 -0.03726025
"1232" "WALKING" 2 -0.09273408
"1233" "WALKING" 2 0.1192806
"1234" "WALKING" 2 -0.1321198
"1235" "WALKING" 2 -0.03498558
"1236" "WALKING" 2 0.1147515
"1237" "WALKING" 2 0.1374952
"1238" "WALKING" 2 0.1907044
"1239" "WALKING" 2 -0.1167891
"1240" "WALKING" 2 0.04451943
"1241" "WALKING" 2 0.09929611
"1242" "WALKING" 2 0.1968758
"1243" "WALKING" 2 0.4641663
"1244" "WALKING" 2 0.168695
"1245" "WALKING" 2 0.171888
"1246" "WALKING" 2 0.2773648
"1247" "WALKING" 2 0.1159804
"1248" "WALKING" 2 0.2044018
"1249" "WALKING" 2 0.2636042
"1250" "WALKING" 2 0.1080454
"1251" "WALKING" 2 0.09509912
"1252" "WALKING" 2 0.1706214
"1253" "WALKING" 2 0.213247
"1254" "WALKING" 2 0.1215995
"1255" "WALKING" 2 0.1394353
"1256" "WALKING" 2 -0.1167641
"1257" "WALKING" 2 0.1545954
"1258" "WALKING" 2 0.3881695
"1259" "WALKING" 2 0.1161618
"1260" "WALKING" 2 0.1495109
"1261" "WALKING" 2 0.1737108
"1262" "WALKING" 2 0.1166015
"1263" "WALKING" 2 0.284191
"1264" "WALKING" 2 -0.007814056
"1265" "WALKING" 2 0.1244372
"1266" "WALKING" 2 0.1671842
"1267" "WALKING" 2 -0.1038853
"1268" "WALKING" 2 0.1505317
"1269" "WALKING" 2 -0.06853677
"1270" "WALKING" 2 -0.1035342
"1271" "WALKING" 2 0.09665943
"1272" "WALKING" 2 0.2468952
"1273" "WALKING" 2 -0.1057053
"1274" "WALKING" 2 0.03459929
"1275" "WALKING" 2 -0.09915268
"1276" "WALKING" 2 -0.05147932
"1277" "WALKING" 2 -0.1529373
"1278" "WALKING" 2 -0.06933456
"1279" "WALKING" 2 -0.0931886
"1280" "WALKING" 2 0.02158751
"1281" "WALKING" 2 0.1833785
"1282" "WALKING" 2 0.06389609
"1283" "WALKING" 2 -0.02027491
"1284" "WALKING" 2 0.04128632
"1285" "WALKING" 2 0.05647909
"1286" "WALKING" 2 -0.0907226
"1287" "WALKING" 2 0.007450586
"1288" "WALKING" 2 0.1298598
"1289" "WALKING" 2 0.01676428
"1290" "WALKING" 2 -0.05892347
"1291" "WALKING" 2 -0.1057769
"1292" "WALKING" 2 0.0983505
"1293" "WALKING" 2 -0.148875
"1294" "WALKING" 2 -0.05653525
"1295" "WALKING" 2 0.0975314
"1296" "WALKING" 2 0.1203407
"1297" "WALKING" 2 0.1736371
"1298" "WALKING" 2 -0.130472
"1299" "WALKING" 2 -0.09532809
"1300" "WALKING" 2 -0.01285224
"1301" "WALKING" 2 0.05634258
"1302" "WALKING" 2 0.337749
"1303" "WALKING" 2 0.03327334
"1304" "WALKING" 2 0.0317844
"1305" "WALKING" 2 0.1234226
"1306" "WALKING" 2 -0.02664319
"1307" "WALKING" 2 0.06452144
"1308" "WALKING" 2 0.1169393
"1309" "WALKING" 2 -0.03284843
"1310" "WALKING" 2 -0.05111192
"1311" "WALKING" 2 0.04039241
"1312" "WALKING" 2 0.07516326
"1313" "WALKING" 2 -0.0167473
"1314" "WALKING" 2 0.0177996
"1315" "WALKING" 2 -0.2484717
"1316" "WALKING" 2 0.0165706
"1317" "WALKING" 2 0.257015
"1318" "WALKING" 2 -0.02403712
"1319" "WALKING" 2 0.003306987
"1320" "WALKING" 2 0.03078283
"1321" "WALKING" 2 -0.02023807
"1322" "WALKING" 2 0.1339067
"1323" "WALKING" 2 -0.1488808
"1324" "WALKING" 2 -0.01162965
"1325" "WALKING" 2 0.01386227
"1326" "WALKING" 2 -0.2455935
"1327" "WALKING" 2 0.01014446
"1328" "WALKING" 2 -0.2085947
"1329" "WALKING" 2 0.2937877
"1330" "WALKING" 2 0.2701047
"1331" "WALKING" 2 -0.1221338
"1332" "WALKING" 2 -0.1091653
"1333" "WALKING" 2 -0.01427852
"1334" "WALKING" 2 0.06268995
"1335" "WALKING" 2 0.312692
"1336" "WALKING" 2 -0.3544528
"1337" "WALKING" 2 -0.2707059
"1338" "WALKING" 2 0.2130651
"1339" "WALKING" 2 0.1195389
"1340" "WALKING" 2 0.2344248
"1341" "WALKING" 2 0.2258395
"1342" "WALKING" 2 -0.1654969
"1343" "WALKING" 2 0.103253
"1344" "WALKING" 2 -0.1305885
"1345" "WALKING" 2 -0.4516601
"1346" "WALKING" 2 0.09967095
"1347" "WALKING" 2 0.06373503
"1348" "WALKING" 2 0.3443866
"1349" "WALKING" 2 -0.02964588
"1350" "WALKING" 2 -0.004070118
"1351" "WALKING" 2 0.2963138
"1352" "WALKING" 2 -0.2921577
"1353" "WALKING" 2 0.216297
"1354" "WALKING" 2 0.1224775
"1355" "WALKING" 2 0.03338388
"1356" "WALKING" 2 0.0884283
"1357" "WALKING" 2 0.07334127
"1358" "WALKING" 2 -0.240193
"1359" "WALKING" 2 -0.1165404
"1360" "WALKING" 2 0.2311036
"1361" "WALKING" 2 0.1473658
"1362" "WALKING" 2 -0.3035538
"1363" "WALKING" 2 0.1380693
"1364" "WALKING" 2 -0.6769064
"1365" "WALKING" 2 -0.04072595
"1366" "WALKING" 2 0.1704497
"1367" "WALKING" 2 -0.1174884
"1368" "WALKING" 2 0.6775825
"1369" "WALKING" 2 -0.3354054
"1370" "WALKING" 2 -0.2021716
"1371" "WALKING" 2 -0.2100881
"1372" "WALKING" 2 -0.5938305
"1373" "WALKING" 2 0.2306943
"1374" "WALKING" 2 -0.3265191
"1375" "WALKING" 2 0.2513319
"1376" "WALKING" 2 -0.2419114
"1377" "WALKING" 2 -0.1870237
"1378" "WALKING" 2 0.3454036
"1379" "WALKING" 2 -0.2969094
"1380" "WALKING" 2 0.2199359
"1381" "WALKING" 2 -0.05029151
"1382" "WALKING" 2 0.02328612
"1383" "WALKING" 2 -0.1678166
"1384" "WALKING" 2 0.2216131
"1385" "WALKING" 2 -0.2518412
"1386" "WALKING" 2 -0.09732387
"1387" "WALKING" 3 0.9887975
"1388" "WALKING" 3 0.9205844
"1389" "WALKING" 3 1.102351
"1390" "WALKING" 3 1.089129
"1391" "WALKING" 3 1.023257
"1392" "WALKING" 3 1.117407
"1393" "WALKING" 3 1.104341
"1394" "WALKING" 3 1.177621
"1395" "WALKING" 3 0.9664762
"1396" "WALKING" 3 0.7639276
"1397" "WALKING" 3 0.7331854
"1398" "WALKING" 3 0.8710361
"1399" "WALKING" 3 0.8232001
"1400" "WALKING" 3 0.8477578
"1401" "WALKING" 3 0.844148
"1402" "WALKING" 3 1.006695
"1403" "WALKING" 3 0.9456627
"1404" "WALKING" 3 0.8850683
"1405" "WALKING" 3 1.320604
"1406" "WALKING" 3 1.127241
"1407" "WALKING" 3 1.639722
"1408" "WALKING" 3 1.533264
"1409" "WALKING" 3 0.8857875
"1410" "WALKING" 3 0.8102104
"1411" "WALKING" 3 0.9477859
"1412" "WALKING" 3 1.384382
"1413" "WALKING" 3 0.9820319
"1414" "WALKING" 3 1.00887
"1415" "WALKING" 3 0.7384864
"1416" "WALKING" 3 0.8759523
"1417" "WALKING" 3 0.9059091
"1418" "WALKING" 3 0.9727967
"1419" "WALKING" 3 0.9803852
"1420" "WALKING" 3 1.470453
"1421" "WALKING" 3 1.061401
"1422" "WALKING" 3 0.6928071
"1423" "WALKING" 3 0.9380976
"1424" "WALKING" 3 1.214456
"1425" "WALKING" 3 0.9436691
"1426" "WALKING" 3 0.8746965
"1427" "WALKING" 3 0.9336563
"1428" "WALKING" 3 0.8655979
"1429" "WALKING" 3 1.140889
"1430" "WALKING" 3 1.073146
"1431" "WALKING" 3 0.9033243
"1432" "WALKING" 3 0.9048786
"1433" "WALKING" 3 0.8639452
"1434" "WALKING" 3 1.033148
"1435" "WALKING" 3 1.41496
"1436" "WALKING" 3 1.272913
"1437" "WALKING" 3 0.7769942
"1438" "WALKING" 3 0.8344936
"1439" "WALKING" 3 1.093802
"1440" "WALKING" 3 1.440822
"1441" "WALKING" 3 1.010253
"1442" "WALKING" 3 0.764865
"1443" "WALKING" 3 0.8887987
"1444" "WALKING" 3 0.8898723
"1445" "WALKING" 3 -0.011627
"1446" "WALKING" 3 -0.08695303
"1447" "WALKING" 3 0.1021595
"1448" "WALKING" 3 0.08870363
"1449" "WALKING" 3 0.02881119
"1450" "WALKING" 3 0.1187017
"1451" "WALKING" 3 0.1100183
"1452" "WALKING" 3 0.1792454
"1453" "WALKING" 3 -0.02158294
"1454" "WALKING" 3 -0.2350009
"1455" "WALKING" 3 -0.2643965
"1456" "WALKING" 3 -0.1294146
"1457" "WALKING" 3 -0.1782728
"1458" "WALKING" 3 -0.1523168
"1459" "WALKING" 3 -0.1556122
"1460" "WALKING" 3 -0.0005242747
"1461" "WALKING" 3 -0.06459687
"1462" "WALKING" 3 -0.1263078
"1463" "WALKING" 3 0.3239164
"1464" "WALKING" 3 0.1242909
"1465" "WALKING" 3 0.6442699
"1466" "WALKING" 3 0.5352209
"1467" "WALKING" 3 -0.1137904
"1468" "WALKING" 3 -0.1900648
"1469" "WALKING" 3 -0.05934223
"1470" "WALKING" 3 0.3815048
"1471" "WALKING" 3 -0.01469222
"1472" "WALKING" 3 0.005373712
"1473" "WALKING" 3 -0.2631716
"1474" "WALKING" 3 -0.1160133
"1475" "WALKING" 3 -0.09167377
"1476" "WALKING" 3 -0.0274142
"1477" "WALKING" 3 -0.02883629
"1478" "WALKING" 3 0.4917027
"1479" "WALKING" 3 0.06781254
"1480" "WALKING" 3 -0.3093312
"1481" "WALKING" 3 -0.06376407
"1482" "WALKING" 3 0.213855
"1483" "WALKING" 3 -0.05802581
"1484" "WALKING" 3 -0.1276062
"1485" "WALKING" 3 -0.06148275
"1486" "WALKING" 3 -0.1238197
"1487" "WALKING" 3 0.1421586
"1488" "WALKING" 3 0.07770514
"1489" "WALKING" 3 -0.08342373
"1490" "WALKING" 3 -0.1084625
"1491" "WALKING" 3 -0.1355257
"1492" "WALKING" 3 0.04456743
"1493" "WALKING" 3 0.4262972
"1494" "WALKING" 3 0.2887415
"1495" "WALKING" 3 -0.2133437
